Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_Age_population,SIMD2020v2_Rank,SIMD_2020v2_Percentile,SIMD2020v2_Vigintile,SIMD2020v2_Decile,SIMD2020v2_Quintile,SIMD2020v2_Income_Domain_Rank,SIMD2020_Employment_Domain_Rank,SIMD2020_Health_Domain_Rank,SIMD2020_Education_Domain_Rank,SIMD2020_Access_Domain_Rank,SIMD2020_Crime_Domain_Rank,SIMD2020_Housing_Domain_Rank,income_rate,income_count,employment_rate,employment_count,CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG,Attendance,Attainment,no_qualifications,not_participating,University,crime_count,crime_rate,overcrowded_count,nocentralheating_count,overcrowded_rate,nocentralheating_rate,drive_petrol,drive_GP,drive_post,drive_primary,drive_retail,drive_secondary,PT_GP,PT_post,PT_retail,broadband,public_recycling_points,litter
S01010008,Cathcart,Glasgow City,768,512,2071,30,6,3,2,3011,2391,1854,469,5873,3076,869,12%,89,11%,57,105,209,81,168,32%,3%,96,73%,*,77,7%,0%,17,222,122,17,20%,3%,5.198713592,2.380550162,1.197714401,2.760978261,3.289724919,3.083548387,6.043648867,3.979231392,7.137556634,0%,2,1
S01010009,Cathcart,Glasgow City,642,536,1931,28,6,3,2,1955,1261,2333,3486,6512,1552,43,17%,107,16%,85,140,246,83,115,18%,15%,82,*,n/a,82,11%,10%,25,391,197,70,35%,13%,4.447086331,2.085953237,0.956241007,2.920763889,3.194406475,2.417666667,5.581722122,2.564073741,7.139159173,0%,0,7
S01010010,Cathcart,Glasgow City,1079,722,5047,73,15,8,4,4083,4854,4312,6007,4384,2735,3268,8%,81,4%,32,80,86,56,88,15%,2%,70,89%,6.2,51,1%,18%,27,251,97,21,9%,2%,4.832250719,2.772435283,1.993990892,2.203162393,4.075407478,3.146893491,8.674326462,7.102186002,9.78906999,0%,0,8
S01010011,Mount Florida,Glasgow City,728,518,1374,20,4,2,1,956,1392,759,3106,6742,2199,938,24%,175,15%,78,180,265,187,131,26%,14%,126,*,*,107,0%,9%,22,304,124,36,17%,5%,3.569592466,1.925410959,2.094325342,1.501081081,1.334047945,4.002692308,4.847626712,5.987085616,3.982863014,0%,3,3
S01010012,Mount Florida,Glasgow City,884,545,4582,66,14,7,4,4053,3891,4215,3475,6184,4659,3098,8%,67,7%,36,85,43,20,78,17%,4%,79,82%,5.56,105,5%,14%,11,125,90,10,11%,1%,2.497215302,2.6946293,0.998493476,2.419107143,2.75900949,3.935859375,9.294721234,3.317686833,7.241530249,0%,0,5
S01010013,Mount Florida,Glasgow City,889,675,2073,30,6,3,2,1676,1789,2583,3662,6800,479,756,18%,163,13%,90,120,125,128,122,20%,0%,95,80%,5.85,78,5%,9%,64,723,133,51,17%,7%,2.924308579,1.851766965,1.652067862,1.374585062,1.210502561,3.912777778,5.754446223,5.646440461,4.305256082,0%,1,3
S01010014,Mount Florida,Glasgow City,1052,762,3450,50,10,5,3,2756,3210,3583,4088,6850,2106,622,13%,133,9%,65,100,82,132,78,16%,6%,78,83%,5.71,90,5%,19%,33,315,190,63,19%,6%,2.907784148,1.4830334,2.627046361,2.081551155,0.918743769,3.568475177,4.339085244,7.338544367,3.598526919,0%,0,4
S01010015,Mount Florida,Glasgow City,787,655,4218,61,13,7,4,3714,3776,3913,4014,6865,3160,590,9%,69,7%,45,75,181,24,118,17%,6%,77,85%,5.62,66,4%,8%,17,217,171,32,22%,4%,3.234138037,1.270420245,2.134006135,2.294268293,1.333564417,3.755326087,2.519018405,6.188079755,2.608981595,0%,1,6
S01010016,Toryglen and Oatlands,Glasgow City,707,452,1733,25,5,3,2,1183,1725,1261,2595,5910,4078,1361,22%,155,14%,62,170,102,199,101,23%,0%,129,77%,5.43,149,2%,12%,11,156,119,18,16%,2%,2.676647099,1.718580801,1.287078729,2.299751553,4.272973066,5.220664063,5.898083564,4.468197514,8.124219613,0%,0,21
S01010017,Toryglen and Oatlands,Glasgow City,784,482,848,13,3,2,1,632,804,965,1115,5880,2828,411,27%,214,19%,89,185,180,154,101,24%,7%,126,68%,5.34,206,3%,10%,19,243,191,23,26%,3%,2.696864973,1.770949198,1.316657754,1.960421941,4.788800134,5.905512048,4.674157754,3.67934492,8.835942513,0%,0,14
S01010018,Toryglen and Oatlands,Glasgow City,1183,767,1403,21,5,3,2,1086,1362,1391,1920,6298,1650,836,23%,269,15%,118,165,115,125,143,22%,4%,114,82%,5.9,196,9%,4%,44,374,190,25,20%,3%,1.556007937,1.721082011,1.547256614,1.939005602,3.893801587,4.971147541,5.178296296,5.84394709,7.91421164,0%,2,14
S01010019,Toryglen and Oatlands,Glasgow City,719,451,73,2,1,1,1,80,104,51,299,4655,473,618,40%,287,29%,131,270,347,283,270,35%,8%,150,65%,4.92,216,9%,5%,52,727,158,25,22%,3%,1.869365517,1.932913793,1.710855172,1.81069869,4.192310345,5.150789474,6.682858621,7.097558621,8.620927586,25%,2,33
S01010020,Toryglen and Oatlands,Glasgow City,737,452,1679,25,5,3,2,1360,1601,1224,2233,5435,3144,1882,21%,152,14%,64,185,160,66,124,22%,0%,117,76%,5.69,181,2%,8%,16,218,113,6,15%,1%,1.746037736,2.318261456,1.888025606,2.36679558,3.951522911,4.760246479,7.009592318,5.851273585,8.600855795,0%,0,6
S01010021,Toryglen and Oatlands,Glasgow City,473,326,500,8,2,1,1,498,1198,233,875,2941,31,248,29%,137,16%,53,185,103,0,147,47%,6%,241,75%,5,221,8%,10%,104,2209,270,1,33%,0%,2.430254342,3.130778536,2.971240695,2.64120283,4.660493176,5.066424731,8.563771712,9.251879653,10.77634615,1%,3,12
S01010022,Toryglen and Oatlands,Glasgow City,1658,1221,1492,22,5,3,2,1691,2400,2421,609,1749,1174,445,18%,302,11%,134,150,132,112,57,19%,5%,95,67%,4.87,205,7%,9%,76,461,234,34,24%,4%,4.649249477,3.175345188,3.471419979,3.434916435,3.852450314,4.29080402,12.69506538,12.60974372,14.33589174,1%,3,17
S01010023,Gorbals and Hutchesontown,Glasgow City,648,401,42,1,1,1,1,11,40,41,870,3771,714,451,47%,302,33%,131,280,267,395,200,31%,4%,181,73%,5.31,227,4%,5%,38,589,154,25,24%,4%,4.420613281,2.405125,2.700917969,2.462960526,3.081,3.854906832,9.810390625,11.27376563,10.3815,0%,3,9
S01010024,Gorbals and Hutchesontown,Glasgow City,846,582,586,9,2,1,1,568,541,326,1728,5357,674,527,28%,237,21%,123,225,301,251,164,26%,7%,137,83%,5.27,175,6%,4%,51,606,162,29,23%,4%,3.773692098,2.52005109,1.092952997,1.694322581,3.433194823,4.76128866,8.14993188,3.564509537,10.72400886,0%,0,8
S01010025,Gorbals and Hutchesontown,Glasgow City,550,368,309,5,1,1,1,346,148,345,1674,4348,516,347,31%,171,28%,102,225,275,375,173,24%,11%,136,78%,5,201,7%,20%,38,694,127,35,24%,7%,4.438462591,2.005456204,2.357919708,2.768645161,3.138991788,4.203384615,6.442810219,8.903581204,8.57,1%,3,6
S01010026,Gorbals and Hutchesontown,Glasgow City,974,763,658,10,2,1,1,531,662,695,1342,5693,545,362,28%,277,20%,151,195,269,400,118,21%,5%,133,73%,5.63,172,5%,3%,66,681,220,43,25%,5%,4.348855594,2.078961187,1.524140982,1.943031088,3.026780822,4.446785714,6.816227169,5.466438356,8.670707763,0%,4,0
S01010027,Gorbals and Hutchesontown,Glasgow City,956,714,2188,32,7,4,2,1544,2680,1989,2319,6843,2190,418,19%,184,10%,72,150,222,79,125,17%,6%,102,74%,5.63,150,2%,8%,29,305,240,17,27%,2%,4.146321903,0.96036781,2.200044248,2.113517241,1.724579646,3.725883392,2.729867257,7.77664823,3.391814159,0%,2,7
S01010028,Gorbals and Hutchesontown,Glasgow City,677,437,490,8,2,1,1,427,498,268,1049,5464,1890,407,30%,202,22%,94,200,460,208,183,27%,7%,176,73%,4.92,179,11%,11%,23,341,180,4,28%,1%,4.328251174,2.154084507,1.672222222,1.80256,2.885492958,4.305892857,7.965461659,6.291220657,8.883348983,0%,2,16
S01010029,Gorbals and Hutchesontown,Glasgow City,677,414,217,4,1,1,1,182,136,171,960,4145,2261,513,36%,241,28%,117,245,321,448,157,28%,8%,142,77%,4.85,189,12%,8%,20,297,149,30,22%,4%,4.365456587,2.092503743,2.480041168,2.140823171,2.771272455,3.859861111,8.732904192,10.46054641,9.304640719,2%,2,11
S01010030,Gorbals and Hutchesontown,Glasgow City,857,674,3309,48,10,5,3,2607,3653,3693,3418,5385,1252,1296,13%,114,7%,48,100,64,69,106,13%,5%,91,73%,5.64,79,3%,13%,38,446,146,12,18%,1%,3.786794479,1.968248466,3.338352761,2.911477987,2.268849693,3.336702128,6.579435583,9.963128834,5.747595092,0%,2,9
S01010031,Laurieston and Tradeston,Glasgow City,842,769,2651,39,8,4,2,3424,2591,3634,3019,3106,243,615,10%,83,10%,80,90,217,343,101,10%,0%,95,*,n/a,78,0%,2%,79,943,141,34,20%,5%,5.712910053,3.08614418,2.920300926,5.394042553,2.029041005,5.723611111,6.920085979,8.084966931,6.383346561,4%,1,14
S01010032,Laurieston and Tradeston,Glasgow City,845,791,992,15,3,2,1,2445,1319,405,732,3303,28,543,14%,118,16%,124,185,917,1040,296,11%,8%,191,64%,*,144,4%,12%,193,2283,124,13,24%,3%,4.237827381,3.601157738,1.82028869,5.188974359,3.74783631,3.241333333,7.786339286,5.406449405,8.934791667,4%,3,10
S01010033,Laurieston and Tradeston,Glasgow City,1073,748,574,9,2,1,1,704,476,852,975,6267,142,96,27%,285,22%,164,190,201,224,104,24%,10%,125,67%,5.67,167,13%,4%,124,1152,330,45,36%,5%,1.489758938,1.314813109,2.237621885,2.264450262,2.944127844,2.418591549,4.418748646,6.467903575,8.195533586,1%,3,13
S01010034,Laurieston and Tradeston,Glasgow City,1326,946,763,11,3,2,1,734,1121,526,918,4478,493,336,26%,348,17%,158,195,209,143,143,27%,6%,153,75%,5,178,10%,4%,94,712,221,39,26%,5%,2.815595596,1.941306306,2.846143644,3.304155844,3.305730731,1.825881007,7.203583584,9.563443443,9.162542543,21%,3,17
S01010035,Laurieston and Tradeston,Glasgow City,620,449,3282,48,10,5,3,4685.5,4508,5871,1127,3628,361.5,24,6%,36,5%,24,55,213,49,51,7%,0%,62,*,*,221,0%,1%,50,810,221,134,32%,20%,4.215305677,3.648526201,1.23955968,5.215192308,4.052965793,3.1055,7.554206696,5.42088064,11.05547307,2%,2,25
S01010036,Laurieston and Tradeston,Glasgow City,1041,988,6754,97,20,10,5,6769,6761,6953,5976,3664,5185,730,1%,14,1%,15,15,31,0,42,6%,14%,55,*,*,49,0%,42%,10,97,157,33,20%,4%,4.862606784,3.460731784,2.482459171,5.13,2.364541457,4.104583333,7.064648241,7.530037688,6.395207286,0%,2,25
S01010037,Calton and Gallowgate,Glasgow City,657,417,160,3,1,1,1,154,331,125,134,6008,320,734,36%,239,24%,99,255,448,133,127,31%,4%,163,68%,4.7,222,6%,1%,55,841,144,9,22%,1%,3.050112928,1.310926791,3.183329439,3.474690722,2.688500779,3.381086957,4.669080997,6.755358255,7.777106698,0%,0,4
S01010038,Calton and Gallowgate,Glasgow City,940,675,548,8,2,1,1,535,676,385,1701,4199,175,93,28%,267,20%,132,210,250,445,144,23%,12%,158,82%,5.5,204,1%,3%,100,1069,359,54,36%,5%,3.521717172,2.178005051,3.480454545,3.919724409,3.310936869,3.720870647,6.584878788,7.98769697,9.026265152,0%,0,9
S01010039,Calton and Gallowgate,Glasgow City,1113,1036,3530,51,11,6,3,4498,4441,4852,3145,1961,480,36,6%,70,5%,55,80,68,179,101,8%,5%,69,*,*,48,0%,14%,80,722,431,34,46%,4%,4.231522303,3.587767116,3.452308091,4.684787234,4.457424793,5.1125,8.248031639,6.466270747,10.68760373,0%,1,3
S01010040,Calton and Gallowgate,Glasgow City,930,785,3306,48,10,5,3,3736,4082,3280,3412,4412,252,279,9%,81,6%,48,80,228,164,176,12%,0%,111,81%,5.8,111,2%,8%,86,929,163,71,22%,10%,2.814203779,2.169429825,3.258157895,2.838421053,3.628370445,4.781263158,6.224375843,7.292975709,10.54827935,0%,3,7
S01010041,Calton and Gallowgate,Glasgow City,788,687,1693,25,5,3,2,2028,1880,2085,2726,1789,281,249,16%,128,13%,90,150,233,100,117,14%,15%,108,*,*,108,0%,3%,69,880,186,32,29%,5%,4.366442308,3.663011538,3.621115385,4.778,4.505246154,4.948947368,9.532169231,6.721857692,11.59510385,0%,1,4
S01010042,Bridgeton,Glasgow City,1455,1194,2315,34,7,4,2,1977,2712,2627,2131,6220,1466,224,17%,241,10%,119,130,170,96,108,13%,13%,107,78%,5.14,123,6%,7%,59,407,322,57,29%,5%,1.939894977,1.47980137,2.893239726,3.802668539,2.454922374,3.285178571,4.802924658,6.627283105,8.202082192,0%,0,10
S01010043,Bridgeton,Glasgow City,755,564,399,6,2,1,1,510,422,354,473,6386,520,144,29%,217,23%,127,215,341,201,119,28%,0%,148,65%,5.15,208,8%,5%,52,692,237,59,31%,8%,1.611555195,1.291711039,1.803275974,2.173741007,3.284042208,3.699716981,2.965636364,4.185353896,8.032399351,0%,2,11
S01010044,Bridgeton,Glasgow City,1183,828,1111,16,4,2,1,897,1384,581,1434,6657,2116,542,25%,291,15%,126,205,250,156,150,24%,5%,136,75%,5,164,1%,4%,37,314,228,63,21%,6%,2.243333333,1.493201407,1.139025945,1.615839695,4.083430079,4.458340249,4.141926121,3.160263852,9.048474055,0%,0,8
S01010045,Bridgeton,Glasgow City,606,340,180,3,1,1,1,86,231,202,318,5916,2249,447.5,40%,241,26%,86,210,430,422,149,25%,9%,187,77%,4.42,245,11%,5%,18,298,148,6,27%,1%,2.528113636,2.016027273,1.622109091,1.759218182,4.406540909,4.692857143,5.255127273,4.459736364,8.6707,0%,3,13
S01010046,Dalmarnock,Glasgow City,782,540,64,1,1,1,1,57,101,22,345,4499,517,883,41%,322,29%,157,285,165,335,199,33%,11%,206,69%,4.77,215,9%,4%,54,694,150,17,20%,2%,2.458437082,2.289119813,1.533299866,3.073018648,4.329852744,5.203210526,6.870756359,4.569384203,9.488942436,2%,3,12
S01010047,Dalmarnock,Glasgow City,787,542,32,1,1,1,1,24,36,90,77,5701,1772,402,45%,354,33%,180,265,261,263,139,32%,6%,159,65%,4.52,251,11%,4%,28,357,223,16,27%,2%,2.317170894,2.165688406,2.187672101,1.577415459,4.223686594,4.427592593,5.7702657,6.382125604,8.150923913,0%,5,16
S01010048,Dalmarnock,Glasgow City,2081,1336,427,7,2,1,1,326,566,368,577,5421,1915,234,32%,656,21%,278,230,342,153,166,20%,5%,155,71%,5.13,221,10%,6%,70,338,290,34,31%,4%,1.508144654,1.595393082,3.125589623,3.817947368,2.806320755,6.379153401,5.79475891,7.815162474,6.886108491,0%,0,7
S01010049,Parkhead West and Barrowfield,Glasgow City,875,584,286,5,1,1,1,231,450,343,257,6371,1031,295,34%,298,22%,130,220,290,445,140,20%,9%,169,72%,4.91,281,6%,5%,43,494,246,10,30%,1%,3.334241016,0.928841388,1.29919145,1.317320755,1.82866171,5.383046358,2.965111524,4.666771995,5.483184634,5%,0,15
S01010050,Parkhead West and Barrowfield,Glasgow City,1822,1162,367,6,2,1,1,420,547,458,147,5731,916,335,30%,546,21%,243,180,344,217,151,27%,1%,170,65%,4.89,257,8%,4%,95,524,276,23,28%,2%,2.823237664,1.602426989,1.932029204,2.835623902,2.495387714,6.142582418,4.868182276,5.646523162,7.009297583,0%,3,9
S01010051,Parkhead West and Barrowfield,Glasgow City,812,547,223,4,1,1,1,239,186,241,420,5927,850,375,34%,275,27%,143,230,310,310,118,30%,6%,146,77%,5.04,249,7%,2%,44,544,192,15,27%,2%,3.176753201,1.642012802,1.28061522,1.549082397,1.941859886,5.538863636,4.073403272,3.400124467,4.873428165,15%,0,10
S01010052,Parkhead West and Barrowfield,Glasgow City,848,639,270,4,1,1,1,666,320,193,224,6258,25,129,27%,229,24%,154,225,447,290,192,23%,16%,176,70%,4.67,235,12%,4%,199,2346,209,36,33%,6%,2.433117284,0.810648148,1.418503086,2.139370861,1.47992284,4.870839416,1.987391975,2.542677469,2.863842593,12%,1,7
S01010053,Parkhead West and Barrowfield,Glasgow City,999,690,871,13,3,2,1,691,1669,710,767,3906,919,119,27%,267,14%,95,185,239,93,223,19%,8%,157,76%,5.16,213,6%,3%,52,523,308,31,36%,4%,2.097721187,2.812793946,2.801877183,2.810031746,4.064240396,4.182886598,8.469027939,9.446979045,10.93795693,0%,4,5
S01010054,Parkhead West and Barrowfield,Glasgow City,626,399,35,1,1,1,1,92,115,20,20,3134,409,1077,40%,248,29%,115,305,178,399,174,29%,7%,203,65%,4.44,305,10%,4%,48,770,118,1,21%,0%,2.390405759,2.976924084,3.963564572,3.318641304,2.895641361,4.109751553,10.00101222,10.38445026,10.52913613,1%,0,12
S01010055,Parkhead West and Barrowfield,Glasgow City,1219,849,80,2,1,1,1,195,69,10,416,5869,103,215,35%,429,31%,262,250,1656,1316,291,28%,9%,306,66%,5.09,215,10%,5%,160,1311,282,50,30%,5%,2.471922735,1.641007993,3.246947158,2.577694444,1.836203375,3.069685315,5.15776421,6.897806394,5.196536412,4%,0,13
S01010056,Parkhead East and Braidfauld North,Glasgow City,544,369,87,2,1,1,1,120,253,96,8,5820,332,574,38%,207,25%,93,260,289,258,140,29%,10%,180,64%,4.12,264,13%,1%,45,831,112,5,25%,1%,3.607117517,1.564068736,1.550227273,1.812006369,2.42402439,4.968449612,5.446651885,5.278314856,6.327494457,4%,0,18
S01010057,Parkhead East and Braidfauld North,Glasgow City,549,370,846,13,3,2,1,609,1602,1133,396,5475,770,476,28%,151,14%,52,165,182,133,116,19%,6%,159,71%,5,198,11%,1%,31,567,96,16,24%,4%,3.892119165,1.68041769,2.257911548,1.875310078,2.792899263,5.609556962,6.360786241,7.728845209,8.617739558,0%,1,9
S01010058,Parkhead East and Braidfauld North,Glasgow City,797,609,534,8,2,1,1,700,740,423,259,5440,989,345,27%,212,19%,117,225,325,127,144,24%,0%,142,72%,5.19,252,11%,2%,40,504,227,10,29%,1%,2.683185019,1.446555698,2.373889245,2.507614943,2.82271767,6.651182965,5.866165173,8.408527529,9.883072983,0%,0,10
S01010059,Parkhead East and Braidfauld North,Glasgow City,633,503,1594,23,5,3,2,2054,1943,1693,1035,5468,319,261,16%,102,13%,65,155,166,159,114,20%,3%,112,71%,3.8,157,0%,8%,53,841,152,47,25%,8%,2.872851373,1.552273829,2.528844911,2.539285714,3.083166397,6.835892857,4.477415186,6.777512116,8.243134087,0%,0,12
S01010060,Parkhead East and Braidfauld North,Glasgow City,1020,729,724,11,3,2,1,880,551,660,899,6856,1161,342,25%,253,21%,151,195,348,103,105,23%,9%,146,75%,5.36,207,8%,4%,47,463,237,37,26%,4%,3.001561123,0.701679515,1.677901982,1.599103261,2.325561674,5.786317992,2.909196035,5.798565529,7.324917401,0%,0,5
S01010061,Braidfauld,Glasgow City,527,381,2297,33,7,4,2,2615,2044,1258,3155,6641,1286,2295,13%,70,12%,47,150,345,182,106,21%,3%,139,79%,5.85,138,5%,14%,23,439,68,6,13%,1%,1.592323529,1.267142157,1.818941176,3.066090909,1.669352941,4.253611111,5.635916667,6.307029412,6.852215686,0%,0,10
S01010062,Braidfauld,Glasgow City,822,523,615,9,2,1,1,328,1053,476,1200,5561,786,212,31%,258,17%,89,190,217,298,142,26%,2%,166,72%,5.61,183,11%,5%,46,562,233,30,31%,4%,2.70525,1.925793333,1.9363,2.13140411,2.891436667,4.277023121,7.544653333,7.127286667,9.58654,0%,0,12
S01010063,Braidfauld,Glasgow City,925,669,196,3,1,1,1,277,270,61,223,6529,777,253,33%,301,25%,165,235,432,306,248,30%,12%,206,61%,4.92,210,6%,4%,52,565,281,29,30%,3%,2.045106707,1.233485772,2.690838415,2.385823864,2.236493902,5.331528302,2.854123476,7.81523628,9.078353659,0%,0,41
S01010064,Braidfauld,Glasgow City,524,343,1762,26,6,3,2,1436,1625,1557,2381,5920,2007,1075,20%,105,14%,48,145,180,225,80,24%,8%,118,80%,5.62,170,2%,7%,17,326,94,19,17%,3%,1.448586957,1.877133152,3.308152174,2.41625,1.810837862,5.800263158,4.840126812,9.714438406,10.57321558,0%,0,37
S01010065,Braidfauld,Glasgow City,851,588,313,5,1,1,1,445,385,307,106,5323,1562,487,30%,252,23%,135,225,241,261,165,26%,9%,148,65%,4.71,224,14%,3%,33,390,212,17,25%,2%,0.982228844,2.280476758,3.607094756,2.822364532,1.495289035,6.328111111,5.754392133,10.55132598,10.76787247,0%,0,13
S01010066,Braidfauld,Glasgow City,759,517,385,6,2,1,1,366,794,400,144,4844,1056,190,31%,234,19%,97,235,115,61,205,23%,11%,150,63%,4.97,245,10%,5%,37,490,217,55,29%,7%,1.718479416,1.933037849,2.861477424,2.888197425,2.222118194,6.816689189,7.595564409,9.921457503,11.06763612,0%,0,26
S01010067,Braidfauld,Glasgow City,633,373,154,3,1,1,1,116,364,120,118,4866,1177,340,38%,242,24%,87,270,243,414,186,22%,7%,174,65%,5.27,297,10%,5%,29,460,171,14,28%,2%,1.767520559,2.015316612,2.839703947,2.949121339,2.271459704,6.54556,7.080633224,10.14981497,11.04789474,0%,1,7
S01010068,Braidfauld,Glasgow City,1293,906,2252,33,7,4,2,2029,2620,2264,1906,5224,1773,567,16%,210,10%,93,145,109,32,143,15%,7%,114,78%,5.52,175,7%,8%,46,357,161,6,25%,1%,2.807574103,1.951411856,2.289192668,2.477109145,2.9274922,6.085077519,5.116224649,7.973541342,9.348525741,0%,0,3
S01010069,Shettleston South,Glasgow City,845,605,3350,49,10,5,3,3552,3256,1923,2824,6185,2598,4581,9%,79,8%,50,130,193,455,72,18%,3%,128,78%,5.64,122,3%,8%,22,262,52,13,6%,2%,1.48897619,1.859217262,2.157485119,3.673394161,1.920389881,4.697597403,6.666660714,5.964261905,7.085392857,0%,0,6
S01010070,Shettleston South,Glasgow City,636,476,4803,69,14,7,4,4799,4332,3008,3948,5016,6222,2730,6%,35,6%,26,105,37,46,55,23%,0%,119,88%,5.72,118,0%,6%,3,47,65,22,10%,3%,2.094778195,2.34687594,2.580112782,4.25655,1.809714286,5.140043103,10.26592105,7.71206015,6.57706015,0%,0,18
S01010071,Shettleston South,Glasgow City,834,591,2378,35,7,4,2,2434,2539,1246,3782,5763,862,2159,14%,117,11%,62,160,105,89,127,22%,14%,145,82%,5.73,133,0%,13%,45,542,97,22,12%,3%,2.325096154,1.073985732,1.247636476,2.822236842,3.127506203,6.735112782,3.641588089,3.589665012,9.256457816,13%,0,9
S01010072,Shettleston South,Glasgow City,780,520,2074,30,6,3,2,2146,1924,1487,2067,6519,2154,826,16%,121,13%,67,160,116,58,106,22%,0%,132,80%,5.28,160,5%,8%,24,309,171,11,21%,1%,1.852157663,1.939626256,1.198225503,3.669184397,2.595508794,3.693811881,5.468514447,3.940471106,6.866262563,0%,0,8
S01010073,Shettleston South,Glasgow City,764,486,3779,55,11,6,3,3480,3706,2267,4069,5337,2911,3782,10%,74,7%,34,130,103,22,96,21%,10%,119,90%,5.7,102,3%,8%,18,237,68,8,9%,1%,2.220913462,2.364310897,1.846147436,3.377288136,3.221778846,3.66008547,6.754733974,6.998185897,9.085217949,0%,0,6
S01010074,Carmyle and Mount Vernon South,Glasgow City,708,423,3574,52,11,6,3,3524,4306,2558,2782,4166,2131,1922,9%,67,6%,24,110,107,0,157,22%,0%,122,74%,5.61,95,5%,9%,22,312,101,12,14%,2%,1.421534749,2.575131918,2.809469112,2.928405405,3.39462677,5.144285714,7.689240669,10.82071107,13.21074003,0%,0,20
S01010075,Carmyle and Mount Vernon South,Glasgow City,659,359,2056,30,6,3,2,2060,2221,1040,2242,3137,6258,1505,16%,106,12%,42,175,171,111,122,23%,6%,135,86%,5.62,198,5%,7%,3,46,95,17,15%,3%,4.001354167,2.124427083,1.858229167,2.366482558,4.716510417,8.432455357,8.941858974,8.09338141,16.18576122,0%,0,12
S01010076,Carmyle and Mount Vernon South,Glasgow City,637,422,1668,24,5,3,2,1819,1894,1094,948,5317,4925,727,17%,111,13%,55,165,195,0,116,25%,4%,163,64%,5.45,174,2%,4%,7,110,145,19,21%,3%,3.305634111,1.41481414,1.150634111,2.431357616,4.132459913,7.816916667,5.182295918,4.193921283,12.46001458,0%,0,12
S01010077,Carmyle and Mount Vernon South,Glasgow City,627,396,831,12,3,2,1,849,1083,482,906,3840,1925,480,25%,157,17%,66,205,101,210,145,26%,6%,161,76%,4.89,209,4%,6%,21,337,158,10,26%,2%,3.473660423,1.878501629,1.594474756,2.094391892,3.972109121,7.752877358,7.531681596,5.874788274,15.55291124,14%,0,11
S01010078,Mount Vernon North and Sandyhills,Glasgow City,599,418,4264,62,13,7,4,4933,4858,3778,3681,982,4483,2709,5%,31,4%,19,85,46,26,101,17%,0%,96,83%,5.85,103,3%,9%,8,134,77,6,12%,1%,4.309964342,5.07385103,5.201232171,3.004708029,6.032250396,4.937663934,13.65207607,15.82141838,18.09603803,0%,0,2
S01010079,Mount Vernon North and Sandyhills,Glasgow City,848,549,5932,86,18,9,5,5989,6013,4582,5492,2144,5990,6114,3%,25,3%,15,75,31,20,79,15%,0%,82,91%,6.03,70,1%,12%,5,59,37,1,4%,0%,1.958464247,3.137134345,4.128800108,2.960120968,5.13697454,5.174513274,10.8106636,12.96722644,15.18614843,0%,0,8
S01010080,Mount Vernon North and Sandyhills,Glasgow City,669,387,5779,83,17,9,5,5667,5511,4043,5516,3171,5969,5657,4%,24,3%,13,80,42,54,73,15%,0%,100,90%,6.44,90,2%,11%,4,60,30,5,5%,1%,1.751175115,2.827112135,3.610649002,1.785952381,4.57469278,5.092222222,9.6909447,13.13544163,14.39763057,0%,0,2
S01010081,Mount Vernon North and Sandyhills,Glasgow City,638,386,5238,76,16,8,4,4623,4839,3897,4732,4664,5903,4397,6%,38,4%,17,95,61,0,63,17%,0%,97,85%,6.17,105,1%,14%,4,63,54,4,8%,1%,1.139161912,2.361975749,3.396704708,2.7173,4.391932953,4.527536232,6.499921541,9.596055635,11.23706847,0%,0,2
S01010082,Mount Vernon North and Sandyhills,Glasgow City,803,529,3573,52,11,6,3,3627.5,3302,3223,2953,3015,4654,4249.5,9%,73,8%,44,95,85,56,71,17%,14%,112,77%,5.53,97,4%,9%,10,125,66,8,8%,1%,1.920098837,3.402718023,3.653752907,2.656796875,4.163543605,5.466149425,8.070546512,11.89068895,12.12273837,0%,0,10
S01010083,Baillieston West,Glasgow City,735,451,1071,16,4,2,1,1218,1101,1148,1288,1384,2799,521,22%,159,17%,76,185,134,42,92,26%,7%,117,75%,5.38,181,4%,3%,18,246,172,19,24%,3%,4.389015363,3.008187849,4.106407123,2.554129032,7.403289106,4.644663866,11.16321229,13.30317039,20.27668994,0%,0,12
S01010084,Baillieston West,Glasgow City,802,511,745,11,3,2,1,879,861,440,1417,2487,601,998,25%,199,18%,94,210,162,73,102,32%,4%,152,68%,5.46,179,3%,8%,51,639,158,30,18%,3%,3.968305809,2.393906606,3.612454442,1.979668874,7.08118451,4.103120301,9.042334852,10.64525057,17.2908656,0%,0,9
S01010085,Baillieston West,Glasgow City,720,449,4063,59,12,6,3,4335,4071,3301,4492,1913,2431,4830,7%,49,6%,28,90,111,0,80,20%,5%,117,90%,5.79,103,3%,11%,20,279,50,5,7%,1%,3.677720395,3.982039474,3.342220395,2.355124224,6.604506579,3.588857143,10.16973026,9.005368421,16.20347368,0%,0,14
